# Planar electrostatic potential
# plane = xy
# average_normal = 1
# normal_axis = z, normal_index = -1
# coord_mode = cartesian
# ia   ib   coord1(Angstrom)   coord2(Angstrom)   V(eV)
    7    46       0.60407567       3.80860693       2.14693981
    7    47       0.60407567       3.89051246       2.10591527
    7    48       0.60407567       3.97241798       2.07387114
    7    49       0.60407567       4.05432351       2.05347796
    8     0       0.68461910       0.04095276       1.82258844
    8     1       0.68461910       0.12285829       1.83259676
    8     2       0.68461910       0.20476381       1.86156435
    8     3       0.68461910       0.28666934       1.90720170
    8     4       0.68461910       0.36857486       1.96565614
    8     5       0.68461910       0.45048039       2.03267936
    8     6       0.68461910       0.53238592       2.10342788
    8     7       0.68461910       0.61429144       2.17327551
    8     8       0.68461910       0.69619697       2.23778672
    8     9       0.68461910       0.77810249       2.29275266
    8    10       0.68461910       0.86000802       2.33447621
    8    11       0.68461910       0.94191354       2.35977364
    8    12       0.68461910       1.02381907       2.36638943
    8    13       0.68461910       1.10572459       2.35241045
    8    14       0.68461910       1.18763012       2.31586364
    8    15       0.68461910       1.26953564       2.25596570
    8    16       0.68461910       1.35144117       2.17277951
    8    17       0.68461910       1.43334669       2.06719472
    8    18       0.68461910       1.51525222       1.94209491
    8    19       0.68461910       1.59715775       1.80173099
    8    20       0.68461910       1.67906327       1.65352456
    8    21       0.68461910       1.76096880       1.50733625
    8    22       0.68461910       1.84287432       1.37510548
    8    23       0.68461910       1.92477985       1.26910931
    8    24       0.68461910       2.00668537       1.20030080
    8    25       0.68461910       2.08859090       1.17647322
    8    26       0.68461910       2.17049642       1.20030011
    8    27       0.68461910       2.25240195       1.26910805
    8    28       0.68461910       2.33430747       1.37510386
    8    29       0.68461910       2.41621300       1.50733451
    8    30       0.68461910       2.49811853       1.65352293
    8    31       0.68461910       2.58002405       1.80172965
    8    32       0.68461910       2.66192958       1.94209397
    8    33       0.68461910       2.74383510       2.06719423
    8    34       0.68461910       2.82574063       2.17277946
    8    35       0.68461910       2.90764615       2.25596609
    8    36       0.68461910       2.98955168       2.31586443
    8    37       0.68461910       3.07145720       2.35241158
    8    38       0.68461910       3.15336273       2.36639087
    8    39       0.68461910       3.23526825       2.35977531
    8    40       0.68461910       3.31717378       2.33447808
    8    41       0.68461910       3.39907931       2.29275472
    8    42       0.68461910       3.48098483       2.23778890
    8    43       0.68461910       3.56289036       2.17327775
    8    44       0.68461910       3.64479588       2.10343009
    8    45       0.68461910       3.72670141       2.03268145
    8    46       0.68461910       3.80860693       1.96565800
    8    47       0.68461910       3.89051246       1.90720323
    8    48       0.68461910       3.97241798       1.86156544
    8    49       0.68461910       4.05432351       1.83259733
    9     0       0.76516252       0.04095276       1.52747877
    9     1       0.76516252       0.12285829       1.54216637
    9     2       0.76516252       0.20476381       1.58445115
    9     3       0.76516252       0.28666934       1.65042721
    9     4       0.76516252       0.36857486       1.73394582
    9     5       0.76516252       0.45048039       1.82854602
    9     6       0.76516252       0.53238592       1.92805284
    9     7       0.76516252       0.61429144       2.02683890
    9     8       0.76516252       0.69619697       2.11996771
    9     9       0.76516252       0.77810249       2.20298180
    9    10       0.76516252       0.86000802       2.27234176
    9    11       0.76516252       0.94191354       2.32501261
    9    12       0.76516252       1.02381907       2.35868567
    9    13       0.76516252       1.10572459       2.37237970
    9    14       0.76516252       1.18763012       2.36552669
    9    15       0.76516252       1.26953564       2.33757658
    9    16       0.76516252       1.35144117       2.28937096
    9    17       0.76516252       1.43334669       2.22237694
    9    18       0.76516252       1.51525222       2.13970879
    9    19       0.76516252       1.59715775       2.04559557
    9    20       0.76516252       1.67906327       1.94552898
    9    21       0.76516252       1.76096880       1.84659807
    9    22       0.76516252       1.84287432       1.75704479
    9    23       0.76516252       1.92477985       1.68538474
    9    24       0.76516252       2.00668537       1.63898272
    9    25       0.76516252       2.08859090       1.62292515
    9    26       0.76516252       2.17049642       1.63898234
    9    27       0.76516252       2.25240195       1.68538405
    9    28       0.76516252       2.33430747       1.75704391
    9    29       0.76516252       2.41621300       1.84659716
    9    30       0.76516252       2.49811853       1.94552819
    9    31       0.76516252       2.58002405       2.04559501
    9    32       0.76516252       2.66192958       2.13970853
    9    33       0.76516252       2.74383510       2.22237704
    9    34       0.76516252       2.82574063       2.28937145
    9    35       0.76516252       2.90764615       2.33757745
    9    36       0.76516252       2.98955168       2.36552791
    9    37       0.76516252       3.07145720       2.37238128
    9    38       0.76516252       3.15336273       2.35868753
    9    39       0.76516252       3.23526825       2.32501477
    9    40       0.76516252       3.31717378       2.27234422
    9    41       0.76516252       3.39907931       2.20298450
    9    42       0.76516252       3.48098483       2.11997059
    9    43       0.76516252       3.56289036       2.02684190
    9    44       0.76516252       3.64479588       1.92805585
    9    45       0.76516252       3.72670141       1.82854894
    9    46       0.76516252       3.80860693       1.73394850
    9    47       0.76516252       3.89051246       1.65042947
    9    48       0.76516252       3.97241798       1.58445280
    9    49       0.76516252       4.05432351       1.54216724
   10     0       0.84570594       0.04095276       1.13074392
   10     1       0.84570594       0.12285829       1.15173487
   10     2       0.84570594       0.20476381       1.21282865
   10     3       0.84570594       0.28666934       1.30850294
   10     4       0.84570594       0.36857486       1.42991816
   10     5       0.84570594       0.45048039       1.56615423
   10     6       0.84570594       0.53238592       1.70665116
   10     7       0.84570594       0.61429144       1.84363102
   10     8       0.84570594       0.69619697       1.97207952
   10     9       0.84570594       0.77810249       2.08821549
   10    10       0.84570594       0.86000802       2.18854369
   10    11       0.84570594       0.94191354       2.27059133
   10    12       0.84570594       1.02381907       2.33266851
   10    13       0.84570594       1.10572459       2.37371191
   10    14       0.84570594       1.18763012       2.39435629
   10    15       0.84570594       1.26953564       2.39511217
   10    16       0.84570594       1.35144117       2.37704616
   10    17       0.84570594       1.43334669       2.34214178
   10    18       0.84570594       1.51525222       2.29305772
   10    19       0.84570594       1.59715775       2.23396829
   10    20       0.84570594       1.67906327       2.16946170
   10    21       0.84570594       1.76096880       2.10502082
   10    22       0.84570594       1.84287432       2.04644819
   10    23       0.84570594       1.92477985       1.99947543
   10    24       0.84570594       2.00668537       1.96908478
   10    25       0.84570594       2.08859090       1.95851202
   10    26       0.84570594       2.17049642       1.96908460
   10    27       0.84570594       2.25240195       1.99947513
   10    28       0.84570594       2.33430747       2.04644783
   10    29       0.84570594       2.41621300       2.10502050
   10    30       0.84570594       2.49811853       2.16946151
   10    31       0.84570594       2.58002405       2.23396832
   10    32       0.84570594       2.66192958       2.29305802
   10    33       0.84570594       2.74383510       2.34214240
   10    34       0.84570594       2.82574063       2.37704712
   10    35       0.84570594       2.90764615       2.39511349
   10    36       0.84570594       2.98955168       2.39435798
   10    37       0.84570594       3.07145720       2.37371394
   10    38       0.84570594       3.15336273       2.33267090
   10    39       0.84570594       3.23526825       2.27059412
   10    40       0.84570594       3.31717378       2.18854684
   10    41       0.84570594       3.39907931       2.08821898
   10    42       0.84570594       3.48098483       1.97208331
   10    43       0.84570594       3.56289036       1.84363505
   10    44       0.84570594       3.64479588       1.70665537
   10    45       0.84570594       3.72670141       1.56615848
   10    46       0.84570594       3.80860693       1.42992217
   10    47       0.84570594       3.89051246       1.30850636
   10    48       0.84570594       3.97241798       1.21283112
