# Planar electrostatic potential
# plane = xy
# average_normal = 1
# normal_axis = z, normal_index = -1
# coord_mode = cartesian
# ia   ib   coord1(Angstrom)   coord2(Angstrom)   V(eV)
   10    44       2.69170956       3.16736185       1.57792382
   10    45       2.73280546       3.23853989       1.55916484
   10    46       2.77390137       3.30971794       1.57781010
   10    47       2.81499727       3.38089598       1.63120231
   10    48       2.85609318       3.45207403       1.71395298
   10    49       2.89718908       3.52325207       1.81673566
   11     0       0.96567466       0.03552208       2.14327126
   11     1       1.00677056       0.10670013       2.22062347
   11     2       1.04786647       0.17787817       2.28381633
   11     3       1.08896237       0.24905621       2.32449048
   11     4       1.13005828       0.32023426       2.33635874
   11     5       1.17115418       0.39141230       2.31460183
   11     6       1.21225009       0.46259035       2.25502408
   11     7       1.25334600       0.53376839       2.14932677
   11     8       1.29444190       0.60494644       1.98792926
   11     9       1.33553781       0.67612448       1.75820578
   11    10       1.37663371       0.74730252       1.45103108
   11    11       1.41772962       0.81848057       1.05141765
   11    12       1.45882552       0.88965861       0.56564951
   11    13       1.49992143       0.96083666       0.03036668
   11    14       1.54101733       1.03201470      -0.52923605
   11    15       1.58211324       1.10319274      -1.08527383
   11    16       1.62320914       1.17437079      -1.60205751
   11    17       1.66430505       1.24554883      -2.04568903
   11    18       1.70540095       1.31672688      -2.37561590
   11    19       1.74649686       1.38790492      -2.55229720
   11    20       1.78759276       1.45908297      -2.55209809
   11    21       1.82868867       1.53026101      -2.37504459
   11    22       1.86978457       1.60143905      -2.04481519
   11    23       1.91088048       1.67261710      -1.60097157
   11    24       1.95197638       1.74379514      -1.08405320
   11    25       1.99307229       1.81497319      -0.52795205
   11    26       2.03416819       1.88615123       0.03164214
   11    27       2.07526410       1.95732928       0.56687335
   11    28       2.11636000       2.02850732       1.05252287
   11    29       2.15745591       2.09968536       1.45196537
